outcome,var,encoded,coef,odds_ratio,conf_lower,conf_upper,pval
SMMANY_ind,los,0,-4.076399544572507e-05,0.9999592368353947,0.9999478817623609,0.9999705920373728,1.979083563696804e-12
SMMANY90PCT_ind,race_source_value_ohe,0,0.5394206128473376,1.7150129178221298,1.3167348787602309,2.2337597004084238,6.313786586176207e-05
SMMANY90PCT_ind,race_source_value_ohe,1,0.9099576352600772,2.4842172879361692,2.2013397862586137,2.8034452346721577,0.0
SMMANY90PCT_ind,race_source_value_ohe,2,0.6749574106251698,1.9639493308144649,1.8005327732462948,2.142197593578027,0.0
SMMANY90PCT_ind,race_source_value_ohe,3,0.3996769252381717,1.4913428045803248,1.351732562724533,1.6453723333339236,1.5543122344752192e-15
SMMANY90PCT_ind,race_source_value_ohe,4,0.5299953784432788,1.6989244569246644,1.5998240285659737,1.8041636197475943,0.0
SMMANY90PCT_ind,race_source_value_ohe,5,0.3008950599327422,1.3510675529786158,1.270420292634153,1.436834363631569,0.0
SMMANY90PCT_ind,ethnicity_source_value_ohe,0,0.16582320111322427,1.180364396163133,1.048400952245049,1.3289382318339429,0.006117634757341506
SMMANY90PCT_ind,ethnicity_source_value_ohe,1,0.13579293319500288,1.1454446854654243,1.0970810914517801,1.195940334478596,6.847669098419829e-10
SMMANY90PCT_ind,bed_size_ohe,0,-21.192932801877255,6.252104506204264e-10,0.0,inf,0.9965201856069326
SMMANY90PCT_ind,bed_size_ohe,1,-0.18516545594431688,0.8309667840834059,0.7110471328043455,0.9711111463547943,0.019877064177919124
SMMANY90PCT_ind,bed_size_ohe,2,0.4529240983917078,1.5729047959795601,1.4094657650309121,1.7552959132435841,4.440892098500626e-16
SMMANY90PCT_ind,bed_size_ohe,3,0.1828402163202315,1.200622552864063,1.067772205225518,1.3500019080767982,0.002242948528505373
SMMANY90PCT_ind,bed_size_ohe,4,-0.03558170549006834,0.9650438816254133,0.8966760824841692,1.03862443936558,0.3425605530101845
SMMANY90PCT_ind,bed_size_ohe,5,0.5124463245010402,1.6693700246338021,1.5967463862986002,1.7452967503536378,0.0
SMMANY90PCT_ind,speciality_ohe,0,-1.124944066060002,0.3246706269578434,0.15461953295366812,0.6817444988712104,0.0029569685000545576
SMMANY90PCT_ind,speciality_ohe,1,-0.5972246237867247,0.5503369104804735,0.43473743765860173,0.6966750245122352,6.889520338670962e-07
SMMANY90PCT_ind,speciality_ohe,2,0.3042364306283691,1.3555895210865896,1.2770814571255256,1.4389238363979688,0.0
SMMANY90PCT_ind,speciality_ohe,3,-0.1760332147364237,0.8385901293243817,0.7876014672626498,0.8928797548389641,3.7941712216493784e-08
SMMANY90PCT_ind,segment_ohe,0,-0.15181428064037727,0.859147826309438,0.8082200342872798,0.9132846949323009,1.1190764537261089e-06
SMMANY90PCT_ind,zip_code_ohe,0,-0.8985403284234773,0.40716355125463277,0.33413296977804213,0.49615623857893987,0.0
SMMANY90PCT_ind,zip_code_ohe,1,-0.32461656226766805,0.7228044510134993,0.6473081886839772,0.807105925026371,8.045706101356132e-09
SMMANY90PCT_ind,zip_code_ohe,2,-0.05327389131716443,0.9481202950003121,0.8606632677665429,1.0444643421628128,0.2806185604344944
SMMANY90PCT_ind,zip_code_ohe,3,-0.5312356764319425,0.5878780935739237,0.5320477961676292,0.6495669287486808,0.0
SMMANY90PCT_ind,zip_code_ohe,4,0.33285624227847604,1.3949467496885486,1.3033566463822706,1.4929731166582985,0.0
SMMANY90PCT_ind,zip_code_ohe,5,0.2522074698814607,1.286862994904059,1.2006277360054622,1.3792921136097345,1.02828856540782e-12
SMMANY90PCT_ind,zip_code_ohe,6,-0.0047361328080193985,0.9952750649839167,0.9282058237339439,1.0671905192254774,0.8941481559954374
SMMANY90PCT_ind,zip_code_ohe,7,-0.21671344800828762,0.8051606566412741,0.7472310816971014,0.8675812595089518,1.2802800375411039e-08
SMMANY90PCT_ind,zip_code_ohe,8,-0.7131498005345102,0.49009805260726347,0.45526609989458,0.5275949630887321,0.0
SMMANY90PCT_ind,agegrp_at_event_ohe,0,0.3152813589427961,1.3706448999099903,0.4402544503609756,4.267231007225257,0.5863569571020033
